0.00000 373784.50877 0.01504 0.00541
17.34694 357608.16701 0.01520 0.00546
34.69388 341431.82525 0.01537 0.00551
52.04082 325255.48349 0.01556 0.00556
69.38776 309079.14173 0.01575 0.00562
86.73469 292902.79997 0.01596 0.00568
104.08163 275526.44855 0.01621 0.00576
121.42857 257552.73548 0.01649 0.00584
138.77551 239579.02241 0.01558 0.00593
156.12245 221605.30934 0.01589 0.00602
173.46939 203631.59628 0.01624 0.00613
190.81633 190510.78574 0.01653 0.00622
208.16327 187010.64161 0.01661 0.00624
225.51020 183510.49749 0.01670 0.00627
242.85714 180010.35337 0.01678 0.00629
260.20408 176510.20924 0.01687 0.00632
277.55102 173010.06512 0.01696 0.00635
294.89796 169509.92100 0.01706 0.00637
312.24490 166009.77687 0.01715 0.00640
329.59184 162509.63275 0.01726 0.00643
346.93878 159009.48863 0.01736 0.00646
364.28571 155509.34450 0.01747 0.00649
381.63265 152009.20038 0.01758 0.00653
398.97959 148509.05626 0.01770 0.00656
416.32653 145008.91213 0.01782 0.00659
433.67347 141508.76801 0.01795 0.00663
451.02041 138008.62388 0.01808 0.00666
468.36735 134508.47976 0.01822 0.00670
485.71429 131008.33564 0.01836 0.00674
503.06122 127508.19151 0.01851 0.00678
520.40816 124008.04739 0.01868 0.00682
537.75510 120507.90327 0.01885 0.00687
555.10204 117007.75914 0.01902 0.00691
572.44898 113507.61502 0.01921 0.00696
589.79592 110007.47090 0.01941 0.00701
607.14286 106507.32677 0.01963 0.00706
624.48980 103007.18265 0.01986 0.00711
641.83673 99507.03853 0.02010 0.00716
659.18367 96006.89440 0.02036 0.00722
676.53061 92506.75028 0.02063 0.00728
693.87755 89006.60615 0.02093 0.00735
711.22449 85506.46203 0.02125 0.00741
728.57143 82006.31791 0.02159 0.00748
745.91837 78506.17378 0.02196 0.00756
763.26531 75006.02966 0.02235 0.00764
780.61224 71505.88554 0.02276 0.00772
797.95918 68005.74141 0.02320 0.00781
815.30612 64505.59729 0.02367 0.00791
832.65306 61005.45317 0.02418 0.00801
850.00000 57505.30904 0.02472 0.00813
